MIGPUMA,TOT_JOBS,JOBS_AGE_29,JOBS_AGE_30_54,JOBS_AGE_55,JOBS_EARN_1250,JOBS_EARN_1251_3333,JOBS_EARN_3334,AGR,EXT,UTL,CON,MFG,WHL,RET,TRN,INF,FIN,REL,PRF,MNG,ADM,EDU,MED,ENT,FOD,SRV,PUB,JOBS_EDU_NOHS,JOBS_EDU_HS,JOBS_EDU_NOBACH,JOBS_EDU_BACH
1702300,44212,10771,22646,10795,11884,15350,16978,466,37,165,1276,5932,2123,4842,2179,460,1217,290,1492,221,2571,4590,9545,407,3837,1351,1211,4165,9959,11535,7782
1702400,42666,9581,21628,11457,12096,13703,16867,243,818,782,1906,6218,1954,5931,2197,501,1513,424,1057,144,1914,3966,4825,354,4109,1547,2263,3474,10662,11690,7259
1702501,47569,10763,23839,12967,13555,18337,15677,1836,55,141,2171,6500,2259,5536,3529,723,1200,290,917,89,1021,5127,7763,489,3867,1321,2735,4022,12339,12972,7473
1702601,34540,8749,17402,8389,9772,11362,13406,585,18,61,1763,3584,1615,4154,969,491,734,310,711,128,1846,7685,4086,363,2730,1299,1408,2859,7241,8188,7503
1702700,32694,6954,16725,9015,8677,11491,12526,687,8,618,2109,6160,1235,3393,1325,253,1384,668,702,21,1514,3473,3945,418,2245,1118,1418,2874,8620,8811,5435
1702890,141529,31686,74349,35494,35121,48231,58177,348,26,884,5144,29906,5754,13981,5879,1964,3616,1267,3808,180,11916,12181,21647,2735,11338,4729,4226,13370,33367,37071,26035
1703000,212910,49208,112377,51325,52244,71094,89572,710,250,416,11012,32125,13651,21949,4676,2251,6815,1937,11171,1478,20208,23759,23081,6828,17153,6632,6808,23701,40517,50047,49437
1703100,262897,64862,140934,57101,65058,83633,114206,311,244,2032,14033,24615,22805,31518,15950,3168,5457,2744,12696,1163,16936,37081,26743,6046,21082,10303,7970,25785,52662,62852,56736
1703200,635199,134664,347651,152884,129731,182712,322756,525,174,3253,26809,58700,54927,66287,25105,11898,33280,9249,61642,21431,57145,42764,74672,10952,44688,20128,11570,59369,110298,148077,182791
1703300,329352,67639,182416,79297,63965,90325,175062,426,62,1725,12550,51873,22945,39410,5429,4603,14189,4245,22544,10077,25118,30456,34457,8228,24028,9400,7587,30698,56461,75251,99303
1703400,2625104,586394,1434923,603787,547100,776957,1301047,770,623,6920,75342,185849,115271,252536,133521,63959,159477,45737,243339,46893,210565,225235,370643,58396,241201,103141,85686,274120,464407,596280,703903
1703600,96262,22558,49820,23884,24736,32906,38620,628,37,109,6852,14307,5201,12663,1468,1037,2018,659,4167,870,6901,10987,10913,2188,8111,3542,3604,8849,19111,23699,22045
1703700,47908,12452,25348,10108,13119,14733,20056,142,27,1789,4342,4541,1666,8014,3776,406,715,477,1704,13,1688,6426,3832,737,4475,1682,1456,4197,10463,11541,9255
1800100,193931,44862,100493,48576,52101,64091,77739,159,100,2169,11684,24148,6510,24515,6867,1917,4186,2156,6641,2463,9701,15441,34743,5924,18928,7449,8230,18358,46541,50675,33495
1800200,64142,16644,32564,14934,18364,18936,26842,51,31,365,4934,10833,2592,7283,1956,636,1176,647,1967,334,3235,7582,9002,423,6317,2620,2158,4998,15194,16051,11255
1800300,40155,9391,20637,10127,10237,15344,14574,230,18,353,2003,7586,1372,5025,1066,346,897,378,760,136,1895,2859,5134,1559,3834,1322,3382,3490,10642,10318,6314
1800400,124116,29099,63439,31578,32834,43267,48015,132,6,218,5130,15103,6022,13771,3348,1909,3381,1733,5071,2425,5957,19391,19918,1115,11469,3774,4243,10030,29252,31430,24305
1800500,134489,34114,71741,28634,24757,45655,64077,228,55,99,3659,68180,6516,9378,3159,613,1855,898,2361,2413,5444,6198,11031,536,6792,2642,2432,15415,34953,31542,18465
1800600,68511,17217,35670,15624,15046,26123,27342,660,88,213,2248,30892,2330,5789,2407,605,849,440,1277,276,2073,4968,4380,327,4745,1633,2311,6244,19663,16654,8733
1800700,30182,6788,15291,8103,8236,11255,10691,1786,69,379,1663,5618,1367,3576,1874,429,797,178,505,101,985,3066,2962,192,2332,597,1706,2669,9063,7524,4138
1800800,57685,14189,29666,13830,13462,19661,24562,843,7,130,2146,22210,1888,5467,713,579,1053,310,948,626,3117,5219,4922,448,3812,1927,1320,4768,15547,14223,8958
1800900,50893,11976,26027,12890,12233,20363,18297,628,62,150,1839,17397,2064,4715,2502,908,1098,469,828,82,1822,3508,5914,163,3241,1634,1869,3948,15390,12981,6598
1801000,189990,46964,98584,44442,47530,65754,76706,163,97,454,9746,26964,10160,21440,6910,3455,8781,2252,6465,2436,11520,13788,33702,2471,17741,5960,5485,14871,45255,48791,34109
1801100,43796,10107,22879,10810,10223,17075,16498,986,75,233,1656,14646,1820,4062,2008,492,873,281,1223,48,1850,3859,3032,338,3017,1105,2192,4006,12582,10664,6437
1801200,88004,22037,46112,19855,21093,28783,38128,241,36,52,3152,16030,1956,9041,2035,809,1978,1419,2836,224,4562,18012,11968,581,8817,2156,2099,6379,19790,21183,18615
1801300,59667,13488,31138,15041,14624,20305,24738,597,54,115,2060,18845,1495,7107,1001,480,1279,419,1281,165,2600,4589,8186,149,5638,1415,2192,4818,15741,15550,10070
1801400,49426,12068,25054,12304,14150,19580,15696,926,169,213,1581,9553,1090,5150,2999,428,1294,448,806,561,1383,6465,8055,358,4162,1296,2489,3910,13512,12340,7596
1801500,30704,7096,15795,7813,8178,12902,9624,647,54,133,1581,8060,1319,3101,689,333,621,188,530,129,1200,2852,4461,268,2190,751,1597,2469,9102,7841,4196
1801600,26882,6003,13805,7074,7178,10136,9568,598,795,516,1245,6308,715,3207,731,361,510,205,458,60,301,2887,2205,141,2198,710,2731,2194,8059,6936,3690
1801700,48438,12288,24652,11498,13577,18377,16484,87,17,146,2172,6536,1305,5837,1480,404,1401,650,1195,392,2896,5258,8743,414,5846,1331,2328,3609,12162,12038,8341
1801800,180168,46520,97166,36482,44670,58724,76774,964,267,1109,10073,8608,9530,25836,4156,3495,15874,4249,13399,3192,14996,12387,23713,3228,16347,4868,3877,13298,37759,42116,40475
1801900,41726,10282,21543,9901,11628,15749,14349,187,3,23,1796,4789,1390,4998,2079,509,997,412,1159,443,2478,3647,6875,1279,4264,1151,3247,3412,10654,10583,6795
1802000,46817,12544,23444,10829,13403,17551,15863,111,32,168,1608,4399,1054,6240,1002,358,1807,685,2155,407,3250,6640,9198,465,4772,1083,1383,3329,11134,11433,8377
1802100,35636,8907,18126,8603,10124,13805,11707,198,141,298,2671,6456,687,4219,2409,307,660,272,887,22,1155,4219,4131,178,3545,1002,2179,2983,9630,8662,5454
1802200,70272,20773,36221,13278,20337,27920,22015,175,28,871,2830,3951,4122,13939,9310,398,967,462,1308,619,7869,3755,6790,692,7788,1924,2474,6385,16361,15808,10945
1802300,637609,146855,350396,140358,136456,202997,298156,515,140,2351,27516,56511,30200,58687,38973,12678,27968,10626,42162,9823,57245,43803,108262,9184,53077,21345,26543,51923,139402,158435,140994
1802400,54566,15936,27472,11158,16117,20252,18197,66,15,128,2936,5820,2252,9496,3069,394,1211,564,1480,231,3798,4767,7546,404,6854,1656,1879,4119,12591,12739,9181
1802500,40599,9653,21779,9167,9536,14845,16218,270,70,90,2693,8861,1538,4264,1864,374,533,344,2241,218,2432,2968,4776,1057,3641,846,1519,3402,10728,10092,6724
1802600,41158,9570,21257,10331,10971,16502,13685,378,48,289,1102,8278,1356,4857,1066,397,1193,192,892,373,2076,3904,7604,180,3818,1256,1899,3332,11295,10555,6406
1802700,46894,11298,23538,12058,13092,18667,15135,459,296,263,3354,9458,972,5838,1574,558,1127,287,2211,137,913,4398,5906,232,5287,1199,2425,4018,13392,11697,6489
1802800,64045,17515,31972,14558,17139,21655,25251,109,277,414,2285,5835,1418,6689,927,1107,1242,1164,2298,465,2179,16580,8543,460,7832,2157,2064,4347,13481,14396,14306
1802900,71817,17515,38342,15960,15521,23686,32610,820,42,280,2370,24464,2527,7207,3203,515,1517,449,2260,855,4074,4338,8035,372,5120,1165,2204,5932,18255,17465,12650
1803000,41468,9789,21723,9956,9762,15597,16109,389,63,505,1448,12499,1091,4396,1897,271,692,264,657,400,2152,3291,5150,141,3329,989,1844,3243,11829,10379,6228
1803100,33788,8169,16976,8643,9258,13284,11246,216,103,252,1353,4760,554,3400,1271,398,934,181,768,1422,2475,2933,4559,2554,2936,974,1745,2355,9146,8425,5693
1803200,42837,9382,23038,10417,9321,13278,20238,404,893,724,2049,12609,1022,3674,1829,226,876,384,1230,32,3204,3494,4733,344,2699,1042,1369,3164,11729,11651,6911
1803300,111026,28013,56759,26254,29176,40572,41278,132,103,833,7392,12872,4853,12332,4738,1464,2220,1478,4481,3419,7960,8321,19116,2046,10544,4035,2687,8729,27064,27966,19254
1803400,64194,14393,32982,16819,15584,24532,24078,1179,1297,1107,2992,17123,2454,6214,2306,727,1259,412,1171,888,1424,5017,9045,746,4344,1502,2987,5139,18755,16610,9297
1803500,46658,11262,24122,11274,11954,19076,15628,180,91,164,2547,9036,1242,5107,795,377,1058,390,1826,181,1490,4095,8938,1736,4445,1174,1786,3858,12100,11751,7687
1803600,54320,13716,28069,12535,12864,22102,19354,35,89,196,2410,9132,1803,9246,4501,288,2209,550,1136,209,3288,2627,5948,555,5667,1314,3117,4753,13879,13598,8374
1900100,59286,14299,28866,16121,16233,20290,22763,3566,113,326,3213,10592,3287,5833,1770,796,1926,400,1473,420,1776,6237,8990,520,4515,1414,2119,3989,13976,16311,10711
1900200,53018,12048,25973,14997,13495,17817,21706,1078,134,307,2414,10598,2555,6073,1722,734,1883,311,1359,349,1397,4433,9284,825,3413,1829,2320,3132,12959,15658,9221
1900400,47065,10527,22734,13804,12723,15795,18547,1640,348,246,2431,7700,2569,5330,915,395,2395,206,1000,434,665,6511,7365,457,2758,1256,2444,2689,12355,12918,8576
1900500,77279,20690,40098,16491,18840,25018,33421,191,47,267,2609,15104,2592,9382,3092,641,2369,874,2892,864,4497,7925,11299,515,6406,2936,2777,5264,16796,19728,14801
1900600,52328,11856,25951,14521,13012,16967,22349,2162,195,390,3533,7946,3638,6138,1975,959,1583,263,1050,686,943,5801,7424,306,3049,1209,3078,3492,12681,15258,9041
1900700,79154,19569,39588,19997,20131,25840,33183,670,281,152,3448,12934,4374,9115,2943,1096,5350,519,3135,826,2429,7591,12189,1622,5830,2261,2389,4800,20111,20375,14299
1900800,56458,13180,28957,14321,13938,18726,23794,566,207,559,2775,14039,1757,5835,2420,600,1465,405,1817,817,3801,5195,6726,494,3596,1296,2088,4464,14403,14869,9542
1900900,92413,23467,47817,21129,24493,30225,37695,155,15,312,6040,11611,4101,12902,2906,712,2775,883,3111,2255,5950,7156,13836,1051,10133,3606,2903,7173,21318,23693,16762
1901000,134812,32551,73192,29069,31103,37716,65993,168,110,1580,7027,19553,5228,14819,9134,4031,8736,1749,5402,1239,9166,11251,16300,1803,9349,4173,3994,8292,28491,35138,30340
1901100,87652,24708,44346,18598,20786,25007,41859,130,104,91,3016,5235,1358,9498,4602,637,2623,755,2586,407,3625,19769,19875,580,8275,1817,2669,5152,15593,19859,22340
1901200,49463,11627,25091,12745,12060,16191,21212,1459,47,259,2123,13879,1781,5802,1040,314,1523,219,748,197,1468,5570,5992,265,3360,1145,2272,4087,11946,13098,8705
1901300,56356,15848,27344,13164,14079,15241,27036,1505,95,171,2923,5135,1488,6082,1311,890,1029,775,2200,746,2165,11098,7930,688,4940,1293,3892,2830,10233,13415,14030
1901490,389554,96002,210406,83146,86035,109778,193741,1117,270,859,21059,29052,19336,46348,11347,7143,50393,5353,21650,8668,21060,28502,51988,6749,30158,11457,17045,24837,76292,97491,94932
1901800,36837,8669,17897,10271,9726,13676,13435,1567,95,467,1284,6895,1664,3996,2428,326,1071,242,713,219,759,4113,5590,290,2269,867,1982,2470,9427,10259,6012
1901900,51842,11672,25122,15048,12958,18127,20757,1686,112,286,1951,10286,3589,5720,2176,486,2313,201,1030,122,1063,5507,8168,574,2774,1075,2723,4203,12429,14488,9050
1902000,62813,16004,31514,15295,16984,20591,25238,468,48,412,3253,8733,2914,8649,2984,694,1647,543,1289,976,3579,5441,9519,899,6331,1965,2469,5299,13982,16231,11297
1902100,69618,16840,34731,18047,17691,25992,25935,1226,96,511,3060,9132,3397,9046,3080,1220,2002,700,1520,439,2072,6859,11856,452,7626,1919,3405,5702,16906,18356,11814
1902200,47795,11297,23898,12600,12396,16923,18476,965,87,285,2607,8714,1921,6118,1675,532,1897,258,1096,317,1488,5677,6843,261,3686,1417,1951,3716,11580,12664,8538
1902300,50564,11201,26234,13129,12478,18312,19774,303,55,354,2379,12650,1467,5893,2782,401,1156,360,845,206,2143,4545,7288,696,3398,1418,2225,3918,13062,14004,8379
2000100,47476,11017,22787,13672,14829,17802,14845,2147,1295,440,1691,2405,3468,5599,1239,938,1633,296,1234,484,785,5557,8228,429,3713,1210,4685,3546,11159,13418,8336
2000200,65168,13629,32444,19095,18834,26086,20248,1211,87,643,2612,11210,3086,7085,2039,671,2089,382,2200,558,1601,6986,11334,535,4802,1618,4419,5239,16704,18263,11333
2000300,49954,15363,23602,10989,15117,17683,17154,572,196,378,2783,3169,1186,5588,1080,746,1764,844,2101,171,1884,10739,5836,418,5554,1923,3022,3518,9739,11158,10176
2000400,31003,6895,15650,8458,8734,10571,11698,195,321,134,2384,3058,515,2869,505,270,1061,339,1662,90,1077,5467,4601,273,2514,947,2721,2364,7550,7876,6318
2000500,93154,20575,51280,21299,18600,27547,47007,1,52,752,3972,11745,5894,7963,8460,575,1191,1148,5447,917,5798,7468,19452,1717,6031,1679,2892,9783,21284,23161,18351
2000600,351212,82611,191945,76656,80530,106535,164147,150,288,1547,14696,18625,21770,39629,14298,7372,28299,5486,36107,14806,29953,23044,45022,5859,26114,8851,9296,27241,67634,84072,89654
2000700,51551,15221,24880,11450,16423,16963,18165,84,48,182,1855,4350,1110,5602,920,785,835,749,4182,161,1492,10603,6514,386,6518,2841,2334,3602,10115,11257,11356
2000800,116847,25353,61154,30340,29231,41422,46194,245,164,245,5458,8110,3455,10429,2750,1949,6956,1089,5179,2282,7617,9965,22315,1462,8802,3521,14854,9430,27076,30801,24187
2000990,82914,18020,41143,23751,24240,31835,26839,1781,1690,1370,3031,13051,2767,8041,1892,1168,2857,503,1793,264,2255,12703,13092,804,5934,1490,6428,7158,19995,22960,14781
2001000,45699,10272,22476,12951,12659,16099,16941,684,330,602,2384,7803,1550,4347,1056,638,1487,291,1226,1053,2061,5637,6635,751,3623,891,2650,3918,10923,12411,8175
2001200,63979,16182,32671,15126,14914,25872,23193,4401,1100,912,2345,13422,3356,6510,1899,994,1560,323,1092,176,1431,7328,6665,885,4621,1145,3814,10835,12903,14806,9253
2001300,288068,69972,149579,68517,72668,100659,114741,545,669,565,15870,52588,9420,32972,8009,4599,7125,3710,12317,3758,19428,25499,39596,6438,25934,7628,11398,27096,62989,72176,55835
2001400,34861,7626,17712,9523,10119,13875,10867,365,421,393,1973,4984,1058,3803,2423,329,934,304,717,51,870,5131,5527,153,2257,714,2454,2735,8959,9383,6158
2001500,52903,11971,27063,13869,16547,21011,15345,337,350,271,1663,9948,1787,5035,1687,587,1157,328,899,460,1859,7151,10808,341,4239,816,3180,4672,13692,14303,8265
2100100,82916,20591,43644,18681,21521,32199,29196,606,54,640,4942,10257,3293,11315,5264,1282,2444,1009,3418,408,3134,7927,12577,885,8677,1941,2843,6860,21105,20653,13707
2100200,34447,7931,18348,8168,8454,13242,12751,294,2102,310,1837,4420,669,4753,1386,227,828,295,762,32,846,3590,5816,210,3038,1005,2027,3114,9471,8835,5096
2100300,35176,8324,19287,7565,8448,12997,13731,364,42,332,1025,6865,1217,4101,1582,326,862,272,1620,47,2647,3043,5033,298,2958,612,1930,3387,9086,8913,5466
2100400,52858,13028,28319,11511,12569,22253,18036,471,56,395,1983,14945,1921,6504,1488,584,1332,383,791,62,2228,4943,5952,793,4706,1301,2020,4631,14779,12695,7725
2100500,65235,18867,33767,12601,17342,23491,24402,90,47,351,2969,10992,2676,7208,1410,511,1625,805,2235,2373,4291,6518,9147,818,7706,1466,1997,5185,15022,14884,11277
2100600,32845,8267,16869,7709,8952,15705,8188,62,44,196,872,6621,906,4123,1965,336,990,263,343,57,1090,4553,5838,419,2428,412,1327,2805,8768,7901,5104
2100700,33097,7931,18207,6959,8427,15307,9363,233,41,338,1055,5163,1283,4244,878,321,1038,219,945,171,1977,3631,6124,305,2763,657,1711,2902,8712,8321,5231
2100800,37336,9966,20672,6698,8889,17566,10881,31,299,265,895,4502,836,4923,2423,1313,719,246,954,57,5946,3250,5312,175,2931,557,1702,3147,9904,8986,5333
2100900,32362,7743,17876,6743,8415,13791,10156,27,1170,374,537,2678,673,4641,357,285,817,338,1260,178,621,5866,6847,251,3146,701,1595,2618,8258,8091,5652
2101000,26199,5908,14972,5319,6522,11821,7856,30,1019,125,416,258,450,3605,609,268,594,160,533,156,1113,4457,8119,45,1829,628,1785,1899,6681,6817,4894
2101100,40069,9421,22881,7767,9858,16528,13683,22,2473,536,1421,969,1074,6725,872,749,1179,359,1368,107,1082,5954,8365,321,3473,946,2074,3092,10226,10200,7130
2101290,90262,22008,48261,19993,21930,34731,33601,301,213,508,3808,21165,2586,11570,1625,1398,2477,1038,2313,863,4926,9014,11982,508,7664,2515,3788,7421,24157,22740,13936
2101400,36695,8393,19836,8466,8246,14335,14114,597,955,835,1480,9441,1384,3845,711,264,744,242,608,73,1648,3429,5327,368,2248,855,1641,3378,10072,9357,5495
2101500,50360,12132,27219,11009,11915,18142,20303,196,134,567,2439,8731,1746,5761,1668,510,3670,552,1107,100,2001,4419,8905,333,4786,1422,1313,3963,12749,13040,8476
2101690,63633,16211,33995,13427,15143,23827,24663,416,126,354,3301,9669,2950,6610,6614,517,2633,617,1966,221,3634,7141,4935,1009,4994,2484,3442,5566,15596,15219,11041
2101700,487310,117049,264399,105862,107860,153339,226111,139,182,2215,19728,53093,24457,51814,38277,8717,32483,8054,26718,8741,38248,34722,63693,7471,43994,13375,11189,39445,106874,121326,102616
2101900,202675,52341,108554,41780,46674,66526,89475,1742,218,278,9809,12496,7188,23075,8651,2842,5544,2675,11963,2493,14847,23492,38324,3653,21127,5763,6495,15098,41408,48468,45360
2102000,55123,11279,30921,12923,11715,19452,23956,1113,88,579,1545,8560,1141,5471,528,677,1408,276,1594,163,2643,5108,4722,794,4487,1189,13037,4245,13400,14315,11884
2102100,39698,9885,21022,8791,10064,15996,13638,199,49,235,2224,5494,2311,5767,589,477,822,294,1546,103,1778,5786,5326,421,3753,813,1711,3330,9839,9552,7092
2102200,37331,9954,19812,7565,9849,13124,14358,28,129,205,1721,5847,655,5111,379,446,666,251,1650,47,1856,7055,4422,295,4219,796,1553,2745,8719,8646,7267
2102300,54479,13141,30326,11012,11167,18405,24907,1348,78,301,1678,15664,1903,5532,1522,363,1528,309,1338,830,4951,4069,5441,657,4149,973,1845,4556,13657,13663,9462
2102400,65697,15950,35477,14270,14727,20179,30791,25,3,407,2686,6382,2030,6054,1381,357,4875,845,3647,2599,3933,4945,10870,701,6606,1663,5688,4294,15612,15880,13961
2102500,91048,24661,48281,18106,20799,31959,38290,43,30,349,2630,12752,9185,9949,15297,955,4221,890,2783,1829,7464,3533,5523,1343,7883,2764,1625,7172,21207,22050,15958
2102600,48310,12764,24872,10674,13136,15219,19955,20,139,266,1868,6852,3121,6299,1227,530,721,693,2286,350,1832,6440,5437,914,5875,1521,1919,3461,11626,11532,8927
2102700,41719,10085,22765,8869,9907,18036,13776,46,130,688,1661,8652,879,5153,991,513,1195,342,556,42,1370,5601,6688,218,3657,756,2581,3430,11117,10256,6831
2102800,41617,9533,23453,8631,10823,16302,14492,12,140,455,2246,3162,972,5971,1151,382,1121,368,1355,167,1667,4363,9962,406,4346,1201,2170,3151,10678,11085,7170
2200100,113605,24217,62273,27115,29509,42944,41152,179,1412,940,5228,6854,4986,14054,3262,1791,2816,2223,4358,938,8054,7983,28951,2299,10603,3008,3666,13100,27320,29733,19235
2200200,54569,13029,29354,12186,15471,21210,17888,145,1417,353,3337,3295,2516,8724,1596,676,1320,751,1825,351,2667,4960,6785,1785,8567,1209,2290,6462,13434,13664,7980
2200300,55467,13016,29295,13156,15500,21067,18900,884,1692,527,2501,7564,877,6183,1432,550,1526,874,1318,451,1881,9361,9055,451,4751,891,2698,6302,13903,13329,8917
2200400,74059,17714,39983,16362,21045,28998,24016,164,154,587,3698,5245,2378,9445,1396,2067,3569,913,2723,1674,5320,6220,15222,998,7630,1853,2803,8283,17698,18052,12312
2200500,36195,7195,19083,9917,11547,15433,9215,1584,76,350,1622,3714,1145,4442,732,254,1133,309,604,328,875,4657,8833,336,2277,556,2368,4932,9900,8947,5221
2200600,29688,6143,15980,7565,8382,13158,8148,1100,482,367,1965,1572,922,3792,713,231,1027,153,632,145,1085,3272,6005,1478,1460,538,2749,3618,8307,7237,4383
2200700,66159,15140,35766,15253,17415,26071,22673,790,81,611,3928,3312,2267,8724,1350,698,1640,853,3801,809,4002,6126,16120,336,6074,1734,2903,7129,16321,16598,10971
2200890,129414,32331,69498,27585,30126,42932,56356,748,391,799,22259,12242,3014,13693,3215,1356,2716,1544,4856,1106,5937,10467,17343,3945,15609,2334,5840,14895,32101,30696,19391
2201000,30724,6920,16268,7536,8873,13149,8702,242,283,327,1516,2288,1062,4988,1653,241,1067,322,749,108,541,2901,7937,293,2213,616,1377,3897,8173,7535,4199
2201100,27078,5990,14409,6679,7504,10543,9031,413,1071,201,2490,1814,1245,4063,863,313,923,480,713,240,554,3449,4103,371,2159,466,1147,3303,7479,6264,4042
2201200,130601,34490,69863,26248,32793,46083,51725,75,8939,390,5835,7475,6727,18074,3924,2335,3655,2703,8545,2834,5745,8029,22529,2260,14121,3373,3033,13452,30836,30533,21290
2201300,61043,12487,33594,14962,14058,21533,25452,572,5104,459,3685,9556,2222,7418,2258,307,1443,2636,1583,284,2751,3930,6848,2017,4455,1277,2238,7757,17293,14900,8606
2201400,45423,9384,25424,10615,8405,12983,24035,626,512,1493,7911,7568,1101,3900,3058,202,756,454,615,202,1239,3203,4377,520,2595,693,4398,5686,12300,11248,6805
2201500,279260,70453,151966,56841,65433,88757,125070,57,530,1131,34950,13383,9710,30625,7160,6683,9594,3823,18758,5525,16901,24031,42584,4339,23737,7763,17976,29545,62849,66249,50164
2201600,47024,12160,26395,8469,10445,13216,23363,114,52,217,10448,7077,2054,6023,1668,504,747,994,1123,159,1849,3779,3350,651,3999,1474,742,5518,11578,10858,6910
2201700,28709,8424,15048,5237,8323,10220,10166,189,108,216,2842,3260,521,4980,372,178,816,1174,748,83,1291,4007,2585,362,3230,719,1028,3112,6650,6219,4304
2201800,53537,13563,28305,11669,16035,21765,15737,329,127,468,2394,3398,2425,7744,1788,660,1426,462,1379,312,2152,7061,11369,552,5701,1487,2303,5995,12901,12612,8466
2201900,46508,9137,26448,10923,8052,12294,26162,218,451,514,5373,10175,3053,4094,4155,321,698,561,1514,551,2446,3741,3153,555,2486,658,1791,5265,12382,11898,7826
2202000,36273,7633,20457,8183,7493,12409,16371,440,1095,226,2074,3096,943,4090,6148,183,825,497,972,410,1750,4356,4147,492,2417,745,1367,4156,9679,8858,5947
2202100,48514,11230,27168,10116,10255,16056,22203,146,4206,258,3059,4547,1497,6460,2642,308,1086,1283,2729,365,2770,2685,6984,277,4544,1304,1364,5775,12761,11662,7086
2202200,85858,21399,46188,18271,23179,30007,32672,156,669,317,5631,3260,4227,12531,3173,1259,2802,964,5082,1833,3488,7035,15591,1608,10833,2377,3022,8413,18739,20945,16362
2202390,224544,50500,121421,52623,53536,78455,92553,157,1495,1799,14609,12415,11613,33436,11434,2849,10208,4718,11433,3269,16808,9719,36376,5255,22671,6680,7600,26073,52984,56161,38826
2202400,191537,44043,104697,42797,47463,65205,78869,155,1476,206,4815,4538,3706,15497,7376,5154,6213,3259,14478,3579,13450,18825,26972,6875,39654,5312,9997,21662,40965,45628,39239
2300100,34961,7327,17425,10209,9933,14968,10060,1389,12,351,1240,3620,785,5069,1309,467,1115,299,602,365,712,4446,7942,246,2589,736,1667,2339,9814,9514,5967
2300200,49412,9982,24997,14433,13815,20400,15197,1325,24,429,2812,7493,692,6996,1023,321,966,506,958,476,1783,6517,8627,2048,3704,1117,1595,3261,14270,13449,8450
2300300,69179,15831,34853,18495,17886,27251,24042,733,0,471,3421,2627,2446,9985,2773,865,1570,801,2040,916,4057,8690,16489,964,6101,2021,2209,4009,17276,18490,13573
2300400,60830,12396,31274,17160,13278,23972,23580,339,35,282,2389,2762,2319,8652,1315,788,1004,496,2141,1116,2729,5868,12874,424,4552,2143,8602,3364,15390,16738,12942
2300500,58881,11691,29368,17822,14846,24475,19560,900,7,223,3970,4543,1144,8826,1165,837,2041,552,3017,395,3261,6626,9467,1210,5346,2888,2463,3809,15482,15664,12235
2300600,51873,11043,27827,13003,11225,21755,18893,468,22,266,2704,5399,1717,6778,2724,539,1883,498,2518,1553,3499,5028,10221,317,3326,1177,1236,3428,13739,13932,9731
2300790,263896,59434,135632,68830,60689,90382,112825,778,123,1012,13775,24943,10505,33532,7785,4124,14674,3909,15113,5811,13651,24654,44786,4006,25929,8409,6377,15299,57837,67830,63496
2400100,39537,9155,20299,10083,10453,15858,13226,87,386,76,1762,3452,1088,5020,968,589,795,567,1286,447,1247,4644,8121,536,4302,1156,3008,2898,10691,10051,6742
2400200,68075,15943,35887,16245,16617,24884,26574,150,38,226,2983,6197,2625,10109,4511,839,5734,614,1659,576,3796,5302,10635,1015,5291,1753,4022,5601,17123,16975,12433
2400300,100667,23695,53374,23598,23132,31995,45540,504,56,124,10523,5477,3380,12116,1391,995,4844,941,9263,630,5476,11771,12775,1656,10111,4076,4558,8833,21008,23215,23916
2400400,57593,14665,27981,14947,15842,19480,22271,520,76,21,5946,3925,3063,8261,1042,643,1176,464,2922,137,3162,5857,9522,868,5843,2252,1893,4788,12830,13529,11781
2400500,395876,92119,207283,96474,89789,116990,189097,525,109,1445,23654,14908,12425,48710,12455,6740,24358,7930,29126,3876,32213,39219,65005,5585,29544,13094,24955,33928,79374,92914,97541
2400600,82438,21761,41319,19358,22327,26457,33654,149,158,49,6301,4951,3022,11929,5310,1054,2423,894,7858,278,4024,7326,10994,1699,8628,2944,2447,7033,17598,19000,17046
2400700,30194,7421,15611,7162,6930,10029,13235,981,102,75,1778,3977,837,3232,2185,225,331,204,660,10,929,3399,4583,978,3366,1012,1330,2634,6641,7332,6166
2400800,343582,68871,190456,84255,57118,95532,190932,4,0,2875,10972,10743,7966,16602,17061,5426,12082,6634,21114,2548,24416,50950,76010,7009,23891,11021,36258,31671,67668,83867,91505
2400900,180940,40035,99801,41104,34249,44681,102010,311,51,259,11707,7868,14969,18206,4081,4865,8009,3102,35411,3512,13034,13286,16046,3782,12734,4866,4841,15843,32554,40825,51683
2401000,485835,94855,269566,121414,84362,119827,281646,279,52,645,24045,12872,8503,46396,6285,12471,18545,11300,73164,7128,34846,40841,64543,7624,35438,23262,57596,47328,75298,98506,169848
2401100,329743,71473,177265,81005,66814,94494,168435,56,62,851,27010,7506,11141,39835,16627,4334,5831,6171,24832,1881,19992,48489,31471,3855,34161,12665,32973,37062,65317,72726,83165
2401200,263874,64999,137688,61187,60004,76617,127253,131,89,530,17469,11595,12094,35564,8612,2900,6466,5297,27857,3082,17052,17449,30499,7420,28823,10403,20542,24482,52126,60689,61578
2401300,61074,14546,29684,16844,15562,23074,22438,1401,36,210,3846,5832,2295,7211,1921,882,1425,597,2604,431,2824,6518,8697,1453,7080,2298,3513,6167,14411,14681,11269
2401400,72787,16985,36320,19482,19161,27917,25709,442,15,630,3782,4027,2470,8280,1550,745,1636,1179,2379,1167,2779,9238,12493,1340,11097,2750,4788,7302,17395,17658,13447
